AA	POS_X	POS_Y	POS_Z	B_X	B_Y	B_Z
1.00	0.00	3939.99	-5.92	9.63	12.81	74.25
2.00	0.00	3939.98	-11.84	9.33	12.54	74.19
3.00	0.00	3939.95	-17.76	9.02	12.26	74.14
4.00	0.00	3939.92	-23.68	8.72	11.99	74.08
5.00	0.00	3939.87	-29.60	8.42	11.72	74.03
6.00	0.00	3939.81	-35.52	8.12	11.44	73.97
7.00	0.00	3939.74	-41.44	7.83	11.17	73.92
8.00	0.00	3939.67	-47.36	7.53	10.91	73.87
9.00	0.00	3939.58	-53.28	7.23	10.64	73.82
10.00	0.00	3939.48	-59.20	6.94	10.38	73.77
11.00	0.00	3939.37	-65.12	6.65	10.17	73.40
12.00	0.00	3939.25	-71.03	6.36	9.98	72.97
13.00	0.00	3939.12	-76.95	6.07	9.79	72.55
14.00	0.00	3938.97	-82.87	5.79	9.60	72.13
15.00	0.00	3938.82	-88.79	5.50	9.41	71.72
16.00	0.00	3938.66	-94.71	5.22	9.23	71.31
17.00	0.00	3938.49	-100.62	4.94	9.05	70.91
18.00	0.00	3938.31	-106.54	4.65	8.87	70.52
19.00	0.00	3938.11	-112.46	4.37	8.70	70.13
20.00	0.00	3937.91	-118.37	4.18	8.58	69.74
21.00	0.00	3937.70	-124.29	4.40	8.66	69.26
22.00	0.00	3937.47	-130.21	4.61	8.75	68.79
23.00	0.00	3937.24	-136.12	4.82	8.84	68.32
24.00	0.00	3936.99	-142.04	5.03	8.93	67.86
25.00	0.00	3936.74	-147.95	5.24	9.03	67.40
26.00	0.00	3936.47	-153.87	5.44	9.13	66.95
27.00	0.00	3936.19	-159.78	5.63	9.24	66.50
28.00	0.00	3935.91	-165.69	5.83	9.35	66.06
29.00	0.00	3935.61	-171.61	6.02	9.46	65.62
30.00	0.00	3935.30	-177.52	6.13	9.67	65.25
31.00	0.00	3934.98	-183.43	6.17	9.96	64.93
32.00	0.00	3934.65	-189.34	6.22	10.24	64.62
33.00	0.00	3934.31	-195.25	6.26	10.53	64.32
34.00	0.00	3933.96	-201.16	6.31	10.81	64.02
35.00	0.00	3933.60	-207.07	6.36	11.08	63.72
36.00	0.00	3933.23	-212.98	6.41	11.36	63.43
37.00	0.00	3932.85	-218.89	6.46	11.63	63.14
38.00	0.00	3932.46	-224.79	6.51	11.90	62.85
39.00	0.00	3932.06	-230.70	6.56	12.17	62.57
40.00	0.00	3931.65	-236.60	6.54	12.71	62.69
41.00	0.00	3931.22	-242.51	6.51	13.29	62.89
42.00	0.00	3930.79	-248.41	6.48	13.87	63.08
43.00	0.00	3930.34	-254.32	6.45	14.45	63.27
44.00	0.00	3929.89	-260.22	6.42	15.01	63.46
45.00	0.00	3929.43	-266.12	6.39	15.57	63.64
46.00	0.00	3928.95	-272.02	6.36	16.12	63.81
47.00	0.00	3928.47	-277.93	6.34	16.66	63.98
48.00	0.00	3927.97	-283.83	6.31	17.19	64.15
49.00	0.00	3927.47	-289.72	6.30	17.65	64.27
50.00	0.00	3926.95	-295.62	6.35	17.79	64.15
51.00	0.00	3926.42	-301.52	6.41	17.93	64.04
52.00	0.00	3925.88	-307.41	6.48	18.07	63.94
53.00	0.00	3925.34	-313.31	6.56	18.20	63.84
54.00	0.00	3924.78	-319.20	6.65	18.34	63.75
55.00	0.00	3924.21	-325.10	6.76	18.47	63.67
56.00	0.00	3923.63	-330.99	6.88	18.61	63.59
57.00	0.00	3923.04	-336.88	7.01	18.74	63.51
58.00	0.00	3922.44	-342.77	7.15	18.87	63.45
59.00	0.00	3921.83	-348.66	7.32	18.98	63.55
60.00	0.00	3921.21	-354.55	7.50	19.05	63.86
61.00	0.00	3920.58	-360.43	7.67	19.13	64.15
62.00	0.00	3919.94	-366.32	7.83	19.22	64.44
63.00	0.00	3919.29	-372.20	7.98	19.31	64.71
64.00	0.00	3918.63	-378.09	8.12	19.41	64.97
65.00	0.00	3917.95	-383.97	8.25	19.51	65.21
66.00	0.00	3917.27	-389.85	8.37	19.62	65.45
67.00	0.00	3916.58	-395.73	8.48	19.74	65.67
68.00	0.00	3915.87	-401.61	8.58	19.86	65.87
69.00	0.00	3915.16	-407.49	8.67	20.03	65.43
70.00	0.00	3914.43	-413.37	8.75	20.23	64.76
71.00	0.00	3913.70	-419.24	8.84	20.44	64.11
72.00	0.00	3912.95	-425.11	8.92	20.66	63.48
73.00	0.00	3912.20	-430.99	9.01	20.88	62.87
74.00	0.00	3911.43	-436.86	9.09	21.12	62.28
75.00	0.00	3910.66	-442.73	9.18	21.37	61.71
76.00	0.00	3909.87	-448.60	9.27	21.63	61.16
77.00	0.00	3909.07	-454.46	9.35	21.90	60.63
78.00	0.00	3908.27	-460.33	9.44	22.18	60.12
79.00	0.00	3907.45	-466.19	9.43	21.91	59.75
80.00	0.00	3906.62	-472.06	9.42	21.63	59.37
81.00	0.00	3905.78	-477.92	9.42	21.34	58.98
82.00	0.00	3904.93	-483.78	9.43	21.06	58.59
83.00	0.00	3904.07	-489.64	9.46	20.78	58.19
84.00	0.00	3903.20	-495.50	9.49	20.49	57.79
85.00	0.00	3902.32	-501.35	9.54	20.21	57.38
86.00	0.00	3901.43	-507.21	9.59	19.93	56.96
87.00	0.00	3900.54	-513.06	9.66	19.64	56.54
88.00	0.00	3899.62	-518.91	9.67	19.47	56.10
89.00	0.00	3898.70	-524.76	9.45	19.68	55.60
90.00	0.00	3897.77	-530.60	9.24	19.90	55.09
91.00	0.00	3896.83	-536.45	9.04	20.13	54.58
92.00	0.00	3895.88	-542.30	8.84	20.38	54.06
93.00	0.00	3894.92	-548.14	8.64	20.63	53.52
94.00	0.00	3893.94	-553.98	8.44	20.90	52.98
95.00	0.00	3892.96	-559.82	8.25	21.17	52.43
96.00	0.00	3891.97	-565.66	8.06	21.46	51.87
97.00	0.00	3890.96	-571.49	7.87	21.76	51.30
98.00	0.00	3889.95	-577.33	7.91	21.93	50.77
99.00	0.00	3888.93	-583.16	8.25	21.89	50.28
100.00	0.00	3887.89	-588.99	8.59	21.82	49.77
101.00	0.00	3886.85	-594.82	8.93	21.74	49.26
102.00	0.00	3885.79	-600.65	9.26	21.62	48.73
103.00	0.00	3884.73	-606.47	9.56	21.53	48.30
104.00	0.00	3883.65	-612.30	9.84	21.42	47.87
105.00	0.00	3882.56	-618.12	10.10	21.30	47.44
106.00	0.00	3881.47	-623.94	10.34	21.18	47.02
107.00	0.00	3880.36	-629.76	10.55	21.05	46.60
