AA	POS_X	POS_Y	POS_Z	B_X	B_Y	B_Z
1.00	0.00	3939.99	-5.92	8.28	15.60	92.37
2.00	0.00	3939.98	-11.84	8.33	15.99	92.39
3.00	0.00	3939.95	-17.76	8.37	16.39	92.40
4.00	0.00	3939.92	-23.68	8.42	16.79	92.42
5.00	0.00	3939.87	-29.60	8.47	17.18	92.43
6.00	0.00	3939.81	-35.52	8.52	17.58	92.44
7.00	0.00	3939.74	-41.44	8.57	17.98	92.45
8.00	0.00	3939.67	-47.36	8.61	18.37	92.46
9.00	0.00	3939.58	-53.28	8.66	18.77	92.48
10.00	0.00	3939.48	-59.20	8.71	19.17	92.49
11.00	0.00	3939.37	-65.12	8.95	19.45	92.35
12.00	0.00	3939.25	-71.03	9.21	19.71	92.19
13.00	0.00	3939.12	-76.95	9.48	19.97	92.03
14.00	0.00	3938.97	-82.87	9.75	20.23	91.86
15.00	0.00	3938.82	-88.79	10.01	20.49	91.70
16.00	0.00	3938.66	-94.71	10.28	20.75	91.53
17.00	0.00	3938.49	-100.62	10.54	21.01	91.37
18.00	0.00	3938.31	-106.54	10.80	21.27	91.20
19.00	0.00	3938.11	-112.46	11.06	21.53	91.03
20.00	0.00	3937.91	-118.37	11.32	21.78	90.88
21.00	0.00	3937.70	-124.29	11.53	22.05	90.81
22.00	0.00	3937.47	-130.21	11.75	22.31	90.75
23.00	0.00	3937.24	-136.12	11.97	22.58	90.69
24.00	0.00	3936.99	-142.04	12.18	22.84	90.62
25.00	0.00	3936.74	-147.95	12.40	23.10	90.56
26.00	0.00	3936.47	-153.87	12.62	23.36	90.50
27.00	0.00	3936.19	-159.78	12.84	23.62	90.45
28.00	0.00	3935.91	-165.69	13.06	23.88	90.39
29.00	0.00	3935.61	-171.61	13.28	24.14	90.34
30.00	0.00	3935.30	-177.52	13.47	24.32	90.17
31.00	0.00	3934.98	-183.43	13.61	24.41	89.89
32.00	0.00	3934.65	-189.34	13.76	24.50	89.61
33.00	0.00	3934.31	-195.25	13.90	24.60	89.34
34.00	0.00	3933.96	-201.16	14.05	24.70	89.06
35.00	0.00	3933.60	-207.07	14.19	24.80	88.79
36.00	0.00	3933.23	-212.98	14.33	24.90	88.52
37.00	0.00	3932.85	-218.89	14.47	25.01	88.26
38.00	0.00	3932.46	-224.79	14.61	25.12	87.99
39.00	0.00	3932.06	-230.70	14.75	25.23	87.73
40.00	0.00	3931.65	-236.60	14.75	25.47	87.57
41.00	0.00	3931.22	-242.51	14.72	25.74	87.43
42.00	0.00	3930.79	-248.41	14.69	26.00	87.29
43.00	0.00	3930.34	-254.32	14.67	26.27	87.16
44.00	0.00	3929.89	-260.22	14.65	26.53	87.02
45.00	0.00	3929.43	-266.12	14.63	26.80	86.89
46.00	0.00	3928.95	-272.02	14.62	27.07	86.76
47.00	0.00	3928.47	-277.93	14.61	27.34	86.63
48.00	0.00	3927.97	-283.83	14.61	27.61	86.51
49.00	0.00	3927.47	-289.72	14.61	27.88	86.39
50.00	0.00	3926.95	-295.62	14.63	28.10	86.33
51.00	0.00	3926.42	-301.52	14.64	28.32	86.28
52.00	0.00	3925.88	-307.41	14.66	28.54	86.22
53.00	0.00	3925.34	-313.31	14.68	28.75	86.16
54.00	0.00	3924.78	-319.20	14.71	28.96	86.11
55.00	0.00	3924.21	-325.10	14.74	29.17	86.06
56.00	0.00	3923.63	-330.99	14.77	29.38	86.01
57.00	0.00	3923.04	-336.88	14.80	29.58	85.97
58.00	0.00	3922.44	-342.77	14.84	29.79	85.92
59.00	0.00	3921.83	-348.66	14.84	30.00	85.84
60.00	0.00	3921.21	-354.55	14.80	30.24	85.72
61.00	0.00	3920.58	-360.43	14.76	30.48	85.60
62.00	0.00	3919.94	-366.32	14.73	30.72	85.48
63.00	0.00	3919.29	-372.20	14.70	30.96	85.36
64.00	0.00	3918.63	-378.09	14.67	31.20	85.24
65.00	0.00	3917.95	-383.97	14.64	31.43	85.13
66.00	0.00	3917.27	-389.85	14.62	31.67	85.01
67.00	0.00	3916.58	-395.73	14.60	31.90	84.90
68.00	0.00	3915.87	-401.61	14.58	32.13	84.79
69.00	0.00	3915.16	-407.49	14.69	32.52	84.92
70.00	0.00	3914.43	-413.37	14.84	32.97	85.14
71.00	0.00	3913.70	-419.24	14.99	33.42	85.35
72.00	0.00	3912.95	-425.11	15.15	33.88	85.57
73.00	0.00	3912.20	-430.99	15.30	34.33	85.78
74.00	0.00	3911.43	-436.86	15.45	34.79	85.99
75.00	0.00	3910.66	-442.73	15.61	35.25	86.19
76.00	0.00	3909.87	-448.60	15.76	35.72	86.40
77.00	0.00	3909.07	-454.46	15.92	36.18	86.60
78.00	0.00	3908.27	-460.33	16.07	36.65	86.80
79.00	0.00	3907.45	-466.19	16.10	36.79	86.49
80.00	0.00	3906.62	-472.06	16.13	36.93	86.17
81.00	0.00	3905.78	-477.92	16.16	37.07	85.86
82.00	0.00	3904.93	-483.78	16.19	37.22	85.55
83.00	0.00	3904.07	-489.64	16.22	37.37	85.24
84.00	0.00	3903.20	-495.50	16.25	37.53	84.94
85.00	0.00	3902.32	-501.35	16.28	37.70	84.64
86.00	0.00	3901.43	-507.21	16.31	37.87	84.34
87.00	0.00	3900.54	-513.06	16.34	38.05	84.05
88.00	0.00	3899.62	-518.91	16.43	38.18	83.84
89.00	0.00	3898.70	-524.76	16.72	38.14	83.88
90.00	0.00	3897.77	-530.60	17.02	38.10	83.93
91.00	0.00	3896.83	-536.45	17.32	38.06	83.98
92.00	0.00	3895.88	-542.30	17.62	38.02	84.03
93.00	0.00	3894.92	-548.14	17.92	37.99	84.08
94.00	0.00	3893.94	-553.98	18.23	37.96	84.14
95.00	0.00	3892.96	-559.82	18.54	37.93	84.19
96.00	0.00	3891.97	-565.66	18.86	37.90	84.25
97.00	0.00	3890.96	-571.49	19.17	37.87	84.30
98.00	0.00	3889.95	-577.33	19.39	37.88	84.25
