AA	POS_X	POS_Y	POS_Z	B_X	B_Y	B_Z
1.00	3939.99	0.00	-5.92	8.82	0.36	44.45
2.00	3939.98	0.00	-11.84	9.01	0.36	44.40
3.00	3939.95	0.00	-17.76	9.19	0.36	44.36
4.00	3939.92	0.00	-23.68	9.37	0.36	44.32
5.00	3939.87	0.00	-29.60	9.55	0.36	44.27
6.00	3939.81	0.00	-35.52	9.73	0.36	44.23
7.00	3939.74	0.00	-41.44	9.91	0.36	44.19
8.00	3939.67	0.00	-47.36	10.09	0.36	44.14
9.00	3939.58	0.00	-53.28	10.27	0.36	44.10
10.00	3939.48	0.00	-59.20	10.45	0.36	44.05
11.00	3939.37	0.00	-65.12	10.63	0.36	44.01
12.00	3939.25	0.00	-71.03	10.81	0.36	43.96
13.00	3939.12	0.00	-76.95	10.99	0.36	43.91
14.00	3938.97	0.00	-82.87	11.17	0.36	43.87
15.00	3938.82	0.00	-88.79	11.35	0.36	43.82
16.00	3938.66	0.00	-94.71	11.53	0.36	43.77
17.00	3938.49	0.00	-100.62	11.71	0.36	43.72
18.00	3938.31	0.00	-106.54	11.89	0.36	43.68
19.00	3938.11	0.00	-112.46	12.07	0.36	43.63
20.00	3937.91	0.00	-118.37	12.25	0.36	43.58
21.00	3937.70	0.00	-124.29	12.42	0.36	43.53
22.00	3937.47	0.00	-130.21	12.60	0.36	43.48
23.00	3937.24	0.00	-136.12	12.78	0.36	43.43
24.00	3936.99	0.00	-142.04	12.96	0.36	43.38
25.00	3936.74	0.00	-147.95	13.13	0.36	43.33
26.00	3936.47	0.00	-153.87	13.31	0.36	43.28
27.00	3936.19	0.00	-159.78	13.49	0.36	43.23
28.00	3935.91	0.00	-165.69	13.66	0.36	43.17
29.00	3935.61	0.00	-171.61	13.84	0.36	43.12
30.00	3935.30	0.00	-177.52	14.01	0.36	43.07
31.00	3934.98	0.00	-183.43	14.19	0.36	43.02
32.00	3934.65	0.00	-189.34	14.36	0.36	42.96
33.00	3934.31	0.00	-195.25	14.54	0.36	42.91
34.00	3933.96	0.00	-201.16	14.72	0.36	42.86
35.00	3933.60	0.00	-207.07	14.89	0.36	42.80
36.00	3933.23	0.00	-212.98	15.06	0.36	42.75
37.00	3932.85	0.00	-218.89	15.24	0.36	42.69
38.00	3932.46	0.00	-224.79	15.41	0.36	42.64
39.00	3932.06	0.00	-230.70	15.59	0.36	42.58
40.00	3931.65	0.00	-236.60	15.76	0.36	42.53
41.00	3931.22	0.00	-242.51	15.93	0.36	42.47
42.00	3930.79	0.00	-248.41	16.11	0.36	42.42
43.00	3930.34	0.00	-254.32	16.28	0.36	42.36
44.00	3929.89	0.00	-260.22	16.45	0.36	42.30
45.00	3929.43	0.00	-266.12	16.63	0.36	42.25
46.00	3928.95	0.00	-272.02	16.80	0.36	42.19
47.00	3928.47	0.00	-277.93	16.97	0.36	42.13
48.00	3927.97	0.00	-283.83	17.14	0.36	42.07
49.00	3927.47	0.00	-289.72	17.32	0.36	42.01
50.00	3926.95	0.00	-295.62	17.49	0.36	41.95
51.00	3926.42	0.00	-301.52	17.66	0.36	41.89
52.00	3925.88	0.00	-307.41	17.83	0.36	41.83
53.00	3925.34	0.00	-313.31	18.00	0.36	41.77
54.00	3924.78	0.00	-319.20	18.17	0.36	41.71
55.00	3924.21	0.00	-325.10	18.34	0.36	41.65
56.00	3923.63	0.00	-330.99	18.51	0.36	41.59
57.00	3923.04	0.00	-336.88	18.68	0.36	41.53
58.00	3922.44	0.00	-342.77	18.86	0.36	41.47
59.00	3921.83	0.00	-348.66	19.03	0.36	41.41
60.00	3921.21	0.00	-354.55	19.19	0.36	41.35
61.00	3920.58	0.00	-360.43	19.36	0.36	41.28
62.00	3919.94	0.00	-366.32	19.53	0.36	41.22
63.00	3919.29	0.00	-372.20	19.70	0.36	41.16
64.00	3918.63	0.00	-378.09	19.87	0.36	41.09
65.00	3917.95	0.00	-383.97	20.04	0.36	41.03
66.00	3917.27	0.00	-389.85	20.21	0.36	40.96
67.00	3916.58	0.00	-395.73	20.38	0.36	40.90
68.00	3915.87	0.00	-401.61	20.55	0.36	40.84
69.00	3915.16	0.00	-407.49	20.71	0.36	40.77
70.00	3914.43	0.00	-413.37	20.88	0.36	40.70
71.00	3913.70	0.00	-419.24	21.05	0.36	40.64
72.00	3912.95	0.00	-425.11	21.22	0.36	40.57
73.00	3912.20	0.00	-430.99	21.38	0.36	40.51
74.00	3911.43	0.00	-436.86	21.55	0.36	40.44
75.00	3910.66	0.00	-442.73	21.72	0.36	40.37
76.00	3909.87	0.00	-448.60	21.88	0.36	40.30
77.00	3909.07	0.00	-454.46	22.05	0.36	40.24
78.00	3908.27	0.00	-460.33	22.22	0.36	40.17
79.00	3907.45	0.00	-466.19	22.38	0.36	40.10
80.00	3906.62	0.00	-472.06	22.55	0.36	40.03
81.00	3905.78	0.00	-477.92	22.72	0.36	39.96
82.00	3904.93	0.00	-483.78	22.88	0.36	39.89
83.00	3904.07	0.00	-489.64	23.05	0.36	39.82
84.00	3903.20	0.00	-495.50	23.21	0.36	39.75
85.00	3902.32	0.00	-501.35	23.38	0.36	39.68
86.00	3901.43	0.00	-507.21	23.54	0.36	39.61
87.00	3900.54	0.00	-513.06	23.71	0.36	39.54
88.00	3899.62	0.00	-518.91	23.87	0.36	39.47
89.00	3898.70	0.00	-524.76	24.03	0.36	39.40
90.00	3897.77	0.00	-530.60	24.20	0.36	39.33
91.00	3896.83	0.00	-536.45	24.36	0.36	39.26
92.00	3895.88	0.00	-542.30	24.53	0.36	39.18
93.00	3894.92	0.00	-548.14	24.69	0.36	39.11
94.00	3893.94	0.00	-553.98	24.85	0.36	39.04
95.00	3892.96	0.00	-559.82	25.02	0.36	38.96
96.00	3891.97	0.00	-565.66	25.18	0.36	38.89
97.00	3890.96	0.00	-571.49	25.34	0.36	38.82
98.00	3889.95	0.00	-577.33	25.50	0.36	38.74
99.00	3888.93	0.00	-583.16	25.67	0.36	38.67
100.00	3887.89	0.00	-588.99	25.83	0.36	38.59
101.00	3886.85	0.00	-594.82	25.99	0.36	38.52
102.00	3885.79	0.00	-600.65	26.15	0.36	38.44
103.00	3884.73	0.00	-606.47	26.31	0.36	38.36
104.00	3883.65	0.00	-612.30	26.48	0.36	38.29
105.00	3882.56	0.00	-618.12	26.64	0.36	38.21
106.00	3881.47	0.00	-623.94	26.80	0.36	38.14
107.00	3880.36	0.00	-629.76	26.96	0.36	38.06
108.00	3879.25	0.00	-635.57	27.12	0.36	37.98
109.00	3878.12	0.00	-641.39	27.28	0.36	37.90
110.00	3876.98	0.00	-647.20	27.44	0.36	37.82
111.00	3875.83	0.00	-653.01	27.60	0.36	37.75
112.00	3874.68	0.00	-658.82	27.76	0.36	37.67
113.00	3873.51	0.00	-664.62	27.92	0.36	37.59
114.00	3872.33	0.00	-670.43	28.08	0.36	37.51
115.00	3871.14	0.00	-676.23	28.24	0.36	37.43
116.00	3869.94	0.00	-682.03	28.40	0.36	37.35
117.00	3868.73	0.00	-687.83	28.56	0.36	37.27
118.00	3867.51	0.00	-693.62	28.72	0.36	37.19
119.00	3866.28	0.00	-699.42	28.88	0.36	37.11
120.00	3865.05	0.00	-705.21	29.04	0.36	37.03
121.00	3863.80	0.00	-711.00	29.20	0.36	36.95
122.00	3862.54	0.00	-716.79	29.35	0.36	36.86
123.00	3861.27	0.00	-722.57	29.51	0.36	36.78
124.00	3859.98	0.00	-728.35	29.67	0.36	36.70
125.00	3858.69	0.00	-734.13	29.83	0.36	36.62
126.00	3857.39	0.00	-739.91	29.99	0.36	36.53
127.00	3856.08	0.00	-745.69	30.14	0.36	36.45
128.00	3854.76	0.00	-751.46	30.30	0.36	36.37
129.00	3853.43	0.00	-757.24	30.46	0.36	36.28
130.00	3852.09	0.00	-763.01	30.62	0.36	36.20
131.00	3850.74	0.00	-768.77	30.77	0.36	36.11
132.00	3849.38	0.00	-774.54	30.93	0.36	36.03
133.00	3848.00	0.00	-780.30	31.09	0.36	35.94
134.00	3846.62	0.00	-786.06	31.24	0.36	35.86
135.00	3845.23	0.00	-791.82	31.40	0.36	35.77
136.00	3843.83	0.00	-797.57	31.55	0.36	35.69
137.00	3842.41	0.00	-803.33	31.71	0.36	35.60
138.00	3840.99	0.00	-809.07	31.87	0.36	35.51
139.00	3839.56	0.00	-814.82	32.02	0.36	35.42
140.00	3838.12	0.00	-820.57	32.18	0.36	35.34
141.00	3836.66	0.00	-826.31	32.33	0.36	35.25
142.00	3835.20	0.00	-832.05	32.49	0.36	35.16
143.00	3833.72	0.00	-837.79	32.64	0.36	35.07
144.00	3832.24	0.00	-843.53	32.80	0.36	34.98
145.00	3830.75	0.00	-849.26	32.95	0.36	34.90
146.00	3829.24	0.00	-854.99	33.11	0.36	34.81
147.00	3827.73	0.00	-860.71	33.26	0.36	34.72
148.00	3826.20	0.00	-866.44	33.42	0.36	34.63
149.00	3824.67	0.00	-872.16	33.57	0.36	34.54
150.00	3823.13	0.00	-877.88	33.72	0.36	34.45
151.00	3821.57	0.00	-883.60	33.88	0.36	34.36
152.00	3820.01	0.00	-889.31	34.03	0.36	34.26
153.00	3818.43	0.00	-895.02	34.18	0.36	34.17
154.00	3816.85	0.00	-900.73	34.34	0.36	34.08
155.00	3815.25	0.00	-906.44	34.49	0.36	33.99
156.00	3813.65	0.00	-912.14	34.64	0.36	33.90
157.00	3812.03	0.00	-917.84	34.80	0.36	33.80
158.00	3810.41	0.00	-923.54	34.95	0.36	33.71
159.00	3808.77	0.00	-929.23	35.10	0.36	33.62
160.00	3807.13	0.00	-934.93	35.25	0.36	33.52
161.00	3805.47	0.00	-940.62	35.41	0.36	33.43
162.00	3803.81	0.00	-946.30	35.56	0.36	33.34
163.00	3802.13	0.00	-951.99	35.71	0.36	33.24
164.00	3800.45	0.00	-957.67	35.86	0.36	33.15
165.00	3798.75	0.00	-963.34	36.01	0.36	33.05
166.00	3797.05	0.00	-969.02	36.16	0.36	32.95
167.00	3795.33	0.00	-974.69	36.32	0.36	32.86
168.00	3793.61	0.00	-980.36	36.47	0.36	32.76
169.00	3791.87	0.00	-986.03	36.62	0.36	32.67
170.00	3790.13	0.00	-991.69	36.77	0.36	32.57
171.00	3788.37	0.00	-997.35	36.92	0.36	32.47
172.00	3786.60	0.00	-1003.00	37.07	0.36	32.37
173.00	3784.83	0.00	-1008.66	37.22	0.36	32.28
174.00	3783.04	0.00	-1014.31	37.37	0.36	32.18
175.00	3781.25	0.00	-1019.96	37.52	0.36	32.08
176.00	3779.44	0.00	-1025.60	37.67	0.36	31.98
177.00	3777.63	0.00	-1031.24	37.82	0.36	31.88
178.00	3775.80	0.00	-1036.88	37.97	0.36	31.78
179.00	3773.97	0.00	-1042.51	38.12	0.36	31.68
180.00	3772.12	0.00	-1048.15	38.27	0.36	31.58
181.00	3770.27	0.00	-1053.78	38.42	0.36	31.48
182.00	3768.40	0.00	-1059.40	38.57	0.36	31.38
183.00	3766.53	0.00	-1065.02	38.71	0.36	31.28
184.00	3764.64	0.00	-1070.64	38.86	0.36	31.18
185.00	3762.75	0.00	-1076.26	39.01	0.36	31.08
186.00	3760.85	0.00	-1081.87	39.16	0.36	30.98
187.00	3758.93	0.00	-1087.48	39.31	0.36	30.87
188.00	3757.01	0.00	-1093.08	39.46	0.36	30.77
189.00	3755.07	0.00	-1098.69	39.60	0.36	30.67
190.00	3753.13	0.00	-1104.29	39.75	0.36	30.57
191.00	3751.18	0.00	-1109.88	39.90	0.36	30.46
192.00	3749.21	0.00	-1115.47	40.05	0.36	30.36
193.00	3747.24	0.00	-1121.06	40.19	0.36	30.25
194.00	3745.25	0.00	-1126.65	40.34	0.36	30.15
195.00	3743.26	0.00	-1132.23	40.49	0.36	30.04
196.00	3741.26	0.00	-1137.81	40.64	0.36	29.94
197.00	3739.24	0.00	-1143.38	40.78	0.36	29.83
198.00	3737.22	0.00	-1148.96	40.93	0.36	29.73
199.00	3735.19	0.00	-1154.53	41.08	0.36	29.62
200.00	3733.15	0.00	-1160.09	41.22	0.36	29.52
201.00	3731.09	0.00	-1165.65	41.37	0.36	29.41
202.00	3729.03	0.00	-1171.21	41.51	0.36	29.30
203.00	3726.96	0.00	-1176.76	41.66	0.36	29.19
204.00	3724.88	0.00	-1182.31	41.81	0.37	29.09
205.00	3722.79	0.00	-1187.86	41.95	0.37	28.98
206.00	3720.69	0.00	-1193.40	42.10	0.37	28.87
207.00	3718.57	0.00	-1198.94	42.24	0.37	28.76
208.00	3716.45	0.00	-1204.48	42.39	0.37	28.65
209.00	3714.32	0.00	-1210.01	42.53	0.37	28.54
210.00	3712.18	0.00	-1215.54	42.68	0.37	28.43
211.00	3710.03	0.00	-1221.06	42.82	0.37	28.32
212.00	3707.87	0.00	-1226.59	42.97	0.37	28.21
213.00	3705.70	0.00	-1232.10	43.11	0.37	28.10
214.00	3703.52	0.00	-1237.61	43.26	0.37	27.99
215.00	3701.33	0.00	-1243.13	43.40	0.37	27.88
216.00	3699.13	0.00	-1248.63	43.54	0.37	27.77
217.00	3696.92	0.00	-1254.13	43.69	0.37	27.65
218.00	3694.71	0.00	-1259.63	43.83	0.37	27.54
219.00	3692.48	0.00	-1265.13	43.98	0.37	27.43
220.00	3690.24	0.00	-1270.62	44.12	0.37	27.32
221.00	3687.99	0.00	-1276.11	44.26	0.37	27.20
222.00	3685.74	0.00	-1281.59	44.41	0.37	27.09
223.00	3683.47	0.00	-1287.07	44.55	0.37	26.97
224.00	3681.19	0.00	-1292.54	44.69	0.37	26.86
225.00	3678.91	0.00	-1298.01	44.83	0.37	26.74
226.00	3676.61	0.00	-1303.48	44.98	0.37	26.63
