AA	POS_X	POS_Y	POS_Z	B_X	B_Y	B_Z
1.00	3939.99	0.00	-5.92	27.13	-17.92	13.96
2.00	3939.98	0.00	-11.84	28.51	-18.00	14.29
3.00	3939.95	0.00	-17.76	29.88	-18.07	14.62
4.00	3939.92	0.00	-23.68	31.26	-18.15	14.95
5.00	3939.87	0.00	-29.60	32.63	-18.23	15.28
6.00	3939.81	0.00	-35.52	34.00	-18.30	15.61
7.00	3939.74	0.00	-41.44	35.38	-18.38	15.94
8.00	3939.67	0.00	-47.36	36.75	-18.45	16.27
9.00	3939.58	0.00	-53.28	38.12	-18.53	16.61
10.00	3939.48	0.00	-59.20	39.49	-18.61	16.94
11.00	3939.37	0.00	-65.12	40.53	-19.02	17.64
12.00	3939.25	0.00	-71.03	41.51	-19.50	18.40
13.00	3939.12	0.00	-76.95	42.48	-19.98	19.17
14.00	3938.97	0.00	-82.87	43.46	-20.46	19.93
15.00	3938.82	0.00	-88.79	44.44	-20.95	20.69
16.00	3938.66	0.00	-94.71	45.42	-21.44	21.45
17.00	3938.49	0.00	-100.62	46.40	-21.93	22.22
18.00	3938.31	0.00	-106.54	47.38	-22.43	22.98
19.00	3938.11	0.00	-112.46	48.36	-22.93	23.74
20.00	3937.91	0.00	-118.37	49.31	-23.37	24.40
21.00	3937.70	0.00	-124.29	50.12	-23.52	24.60
22.00	3937.47	0.00	-130.21	50.94	-23.67	24.81
23.00	3937.24	0.00	-136.12	51.76	-23.81	25.02
24.00	3936.99	0.00	-142.04	52.57	-23.95	25.23
25.00	3936.74	0.00	-147.95	53.39	-24.09	25.43
26.00	3936.47	0.00	-153.87	54.20	-24.23	25.64
27.00	3936.19	0.00	-159.78	55.02	-24.35	25.85
28.00	3935.91	0.00	-165.69	55.83	-24.48	26.06
29.00	3935.61	0.00	-171.61	56.65	-24.60	26.27
30.00	3935.30	0.00	-177.52	57.28	-24.57	26.30
31.00	3934.98	0.00	-183.43	57.73	-24.40	26.17
32.00	3934.65	0.00	-189.34	58.18	-24.23	26.03
33.00	3934.31	0.00	-195.25	58.64	-24.05	25.90
34.00	3933.96	0.00	-201.16	59.09	-23.87	25.77
35.00	3933.60	0.00	-207.07	59.53	-23.69	25.64
36.00	3933.23	0.00	-212.98	59.98	-23.51	25.51
37.00	3932.85	0.00	-218.89	60.43	-23.32	25.39
38.00	3932.46	0.00	-224.79	60.88	-23.13	25.26
39.00	3932.06	0.00	-230.70	61.32	-22.94	25.14
40.00	3931.65	0.00	-236.60	61.64	-22.64	25.16
