AA	POS_X	POS_Y	POS_Z	B_X	B_Y	B_Z
1.00	2785.97	2785.97	-5.92	63.78	10.73	11.77
2.00	2785.96	2785.96	-11.84	64.39	10.92	12.10
3.00	2785.94	2785.94	-17.76	65.00	11.11	12.42
4.00	2785.91	2785.91	-23.68	65.61	11.30	12.74
5.00	2785.88	2785.88	-29.60	66.21	11.48	13.06
6.00	2785.84	2785.84	-35.52	66.82	11.67	13.39
7.00	2785.79	2785.79	-41.44	67.43	11.86	13.71
8.00	2785.74	2785.74	-47.36	68.03	12.05	14.03
9.00	2785.67	2785.67	-53.28	68.63	12.23	14.36
10.00	2785.60	2785.60	-59.20	69.23	12.42	14.68
11.00	2785.53	2785.53	-65.12	69.46	12.46	14.80
12.00	2785.44	2785.44	-71.03	69.63	12.46	14.89
13.00	2785.35	2785.35	-76.95	69.79	12.47	14.98
14.00	2785.25	2785.25	-82.87	69.96	12.48	15.07
15.00	2785.14	2785.14	-88.79	70.12	12.49	15.16
16.00	2785.03	2785.03	-94.71	70.29	12.50	15.25
17.00	2784.91	2784.91	-100.62	70.46	12.51	15.34
18.00	2784.78	2784.78	-106.54	70.63	12.52	15.44
19.00	2784.64	2784.64	-112.46	70.80	12.53	15.53
20.00	2784.50	2784.50	-118.37	70.95	12.53	15.63
21.00	2784.34	2784.34	-124.29	71.02	12.51	15.73
22.00	2784.19	2784.19	-130.21	71.08	12.48	15.82
23.00	2784.02	2784.02	-136.12	71.14	12.46	15.92
24.00	2783.85	2783.85	-142.04	71.21	12.43	16.02
25.00	2783.66	2783.66	-147.95	71.27	12.40	16.12
26.00	2783.48	2783.48	-153.87	71.33	12.37	16.22
27.00	2783.28	2783.28	-159.78	71.40	12.35	16.31
28.00	2783.08	2783.08	-165.69	71.46	12.32	16.41
29.00	2782.87	2782.87	-171.61	71.53	12.29	16.51
30.00	2782.65	2782.65	-177.52	71.64	12.32	16.62
31.00	2782.42	2782.42	-183.43	71.79	12.41	16.75
32.00	2782.19	2782.19	-189.34	71.94	12.49	16.87
33.00	2781.95	2781.95	-195.25	72.09	12.58	17.00
34.00	2781.70	2781.70	-201.16	72.24	12.67	17.13
35.00	2781.45	2781.45	-207.07	72.39	12.75	17.25
36.00	2781.19	2781.19	-212.98	72.54	12.84	17.38
37.00	2780.92	2780.92	-218.89	72.69	12.92	17.51
38.00	2780.64	2780.64	-224.79	72.84	13.01	17.63
39.00	2780.36	2780.36	-230.70	72.99	13.09	17.76
40.00	2780.07	2780.07	-236.60	73.16	13.11	17.92
41.00	2779.77	2779.77	-242.51	73.33	13.12	18.08
42.00	2779.46	2779.46	-248.41	73.50	13.13	18.25
43.00	2779.15	2779.15	-254.32	73.67	13.14	18.41
44.00	2778.83	2778.83	-260.22	73.84	13.15	18.57
45.00	2778.50	2778.50	-266.12	74.01	13.16	18.74
46.00	2778.16	2778.16	-272.02	74.18	13.18	18.90
47.00	2777.82	2777.82	-277.93	74.35	13.19	19.07
48.00	2777.47	2777.47	-283.83	74.52	13.21	19.23
49.00	2777.11	2777.11	-289.72	74.69	13.22	19.39
50.00	2776.74	2776.74	-295.62	74.86	13.22	19.53
51.00	2776.37	2776.37	-301.52	75.02	13.23	19.67
52.00	2775.99	2775.99	-307.41	75.18	13.23	19.80
53.00	2775.60	2775.60	-313.31	75.35	13.23	19.94
54.00	2775.21	2775.21	-319.20	75.51	13.24	20.07
55.00	2774.81	2774.81	-325.10	75.67	13.24	20.21
56.00	2774.40	2774.40	-330.99	75.84	13.24	20.34
57.00	2773.98	2773.98	-336.88	76.01	13.24	20.48
58.00	2773.56	2773.56	-342.77	76.17	13.24	20.61
59.00	2773.13	2773.13	-348.66	76.30	13.29	20.73
60.00	2772.69	2772.69	-354.55	76.39	13.40	20.81
61.00	2772.24	2772.24	-360.43	76.48	13.51	20.90
62.00	2771.79	2771.79	-366.32	76.57	13.62	20.99
63.00	2771.33	2771.33	-372.20	76.66	13.74	21.08
64.00	2770.86	2770.86	-378.09	76.74	13.85	21.16
65.00	2770.38	2770.38	-383.97	76.83	13.96	21.25
66.00	2769.90	2769.90	-389.85	76.92	14.08	21.34
67.00	2769.41	2769.41	-395.73	77.01	14.19	21.43
68.00	2768.91	2768.91	-401.61	77.10	14.31	21.52
69.00	2768.41	2768.41	-407.49	77.16	14.43	21.56
70.00	2767.90	2767.90	-413.37	77.20	14.55	21.57
71.00	2767.38	2767.38	-419.24	77.24	14.68	21.59
72.00	2766.85	2766.85	-425.11	77.28	14.80	21.60
73.00	2766.32	2766.32	-430.99	77.32	14.93	21.61
74.00	2765.77	2765.77	-436.86	77.36	15.05	21.63
75.00	2765.23	2765.23	-442.73	77.40	15.18	21.64
76.00	2764.67	2764.67	-448.60	77.43	15.31	21.66
77.00	2764.11	2764.11	-454.46	77.47	15.44	21.67
78.00	2763.53	2763.53	-460.33	77.51	15.57	21.68
79.00	2762.96	2762.96	-466.19	77.59	15.67	21.72
80.00	2762.37	2762.37	-472.06	77.68	15.77	21.76
81.00	2761.78	2761.78	-477.92	77.76	15.87	21.80
82.00	2761.18	2761.18	-483.78	77.85	15.97	21.84
83.00	2760.57	2760.57	-489.64	77.94	16.08	21.89
84.00	2759.95	2759.95	-495.50	78.03	16.18	21.93
85.00	2759.33	2759.33	-501.35	78.11	16.28	21.98
86.00	2758.71	2758.71	-507.21	78.20	16.38	22.02
87.00	2758.07	2758.07	-513.06	78.29	16.48	22.07
88.00	2757.42	2757.42	-518.91	78.38	16.59	22.11
