AA	POS_X	POS_Y	POS_Z	B_X	B_Y	B_Z
1.00	3939.99	0.00	-5.92	78.79	0.88	8.83
2.00	3939.98	0.00	-11.84	78.93	0.89	8.86
3.00	3939.95	0.00	-17.76	79.08	0.91	8.88
4.00	3939.92	0.00	-23.68	79.22	0.92	8.90
5.00	3939.87	0.00	-29.60	79.37	0.94	8.92
6.00	3939.81	0.00	-35.52	79.51	0.95	8.94
7.00	3939.74	0.00	-41.44	79.66	0.96	8.96
8.00	3939.67	0.00	-47.36	79.80	0.98	8.98
9.00	3939.58	0.00	-53.28	79.95	0.99	9.01
10.00	3939.48	0.00	-59.20	80.09	1.01	9.03
11.00	3939.37	0.00	-65.12	80.23	1.03	9.03
12.00	3939.25	0.00	-71.03	80.37	1.06	9.04
13.00	3939.12	0.00	-76.95	80.51	1.08	9.04
14.00	3938.97	0.00	-82.87	80.65	1.11	9.05
15.00	3938.82	0.00	-88.79	80.79	1.13	9.05
16.00	3938.66	0.00	-94.71	80.93	1.16	9.05
17.00	3938.49	0.00	-100.62	81.07	1.18	9.06
18.00	3938.31	0.00	-106.54	81.21	1.21	9.06
19.00	3938.11	0.00	-112.46	81.35	1.23	9.07
20.00	3937.91	0.00	-118.37	81.49	1.25	9.08
21.00	3937.70	0.00	-124.29	81.64	1.26	9.09
22.00	3937.47	0.00	-130.21	81.79	1.27	9.11
23.00	3937.24	0.00	-136.12	81.94	1.28	9.13
24.00	3936.99	0.00	-142.04	82.09	1.28	9.15
25.00	3936.74	0.00	-147.95	82.24	1.29	9.17
26.00	3936.47	0.00	-153.87	82.39	1.30	9.19
27.00	3936.19	0.00	-159.78	82.54	1.30	9.21
28.00	3935.91	0.00	-165.69	82.69	1.31	9.23
29.00	3935.61	0.00	-171.61	82.84	1.32	9.25
30.00	3935.30	0.00	-177.52	82.97	1.32	9.25
31.00	3934.98	0.00	-183.43	83.09	1.32	9.25
32.00	3934.65	0.00	-189.34	83.22	1.32	9.24
33.00	3934.31	0.00	-195.25	83.34	1.32	9.23
34.00	3933.96	0.00	-201.16	83.46	1.32	9.22
35.00	3933.60	0.00	-207.07	83.58	1.32	9.21
36.00	3933.23	0.00	-212.98	83.70	1.32	9.21
37.00	3932.85	0.00	-218.89	83.83	1.32	9.20
38.00	3932.46	0.00	-224.79	83.95	1.32	9.19
39.00	3932.06	0.00	-230.70	84.07	1.32	9.18
40.00	3931.65	0.00	-236.60	84.21	1.32	9.19
41.00	3931.22	0.00	-242.51	84.35	1.32	9.19
42.00	3930.79	0.00	-248.41	84.49	1.33	9.20
43.00	3930.34	0.00	-254.32	84.63	1.33	9.20
44.00	3929.89	0.00	-260.22	84.77	1.33	9.21
45.00	3929.43	0.00	-266.12	84.91	1.34	9.21
46.00	3928.95	0.00	-272.02	85.05	1.34	9.21
47.00	3928.47	0.00	-277.93	85.19	1.35	9.22
48.00	3927.97	0.00	-283.83	85.33	1.35	9.23
49.00	3927.47	0.00	-289.72	85.47	1.35	9.23
50.00	3926.95	0.00	-295.62	85.61	1.35	9.22
51.00	3926.42	0.00	-301.52	85.74	1.35	9.21
52.00	3925.88	0.00	-307.41	85.88	1.34	9.19
53.00	3925.34	0.00	-313.31	86.01	1.34	9.18
54.00	3924.78	0.00	-319.20	86.15	1.33	9.17
55.00	3924.21	0.00	-325.10	86.28	1.33	9.16
56.00	3923.63	0.00	-330.99	86.42	1.32	9.15
57.00	3923.04	0.00	-336.88	86.56	1.32	9.14
