AA	POS_X	POS_Y	POS_Z	B_X	B_Y	B_Z
1.00	3939.99	0.00	-5.92	26.87	6.59	17.82
2.00	3939.98	0.00	-11.84	27.36	6.84	18.02
3.00	3939.95	0.00	-17.76	27.85	7.09	18.21
4.00	3939.92	0.00	-23.68	28.33	7.34	18.41
5.00	3939.87	0.00	-29.60	28.82	7.59	18.60
6.00	3939.81	0.00	-35.52	29.31	7.84	18.80
7.00	3939.74	0.00	-41.44	29.79	8.10	18.99
8.00	3939.67	0.00	-47.36	30.28	8.35	19.19
9.00	3939.58	0.00	-53.28	30.76	8.61	19.38
10.00	3939.48	0.00	-59.20	31.25	8.86	19.58
11.00	3939.37	0.00	-65.12	31.83	9.15	19.78
12.00	3939.25	0.00	-71.03	32.44	9.44	19.98
13.00	3939.12	0.00	-76.95	33.04	9.74	20.18
14.00	3938.97	0.00	-82.87	33.64	10.04	20.38
15.00	3938.82	0.00	-88.79	34.25	10.33	20.58
16.00	3938.66	0.00	-94.71	34.85	10.63	20.77
17.00	3938.49	0.00	-100.62	35.45	10.93	20.97
18.00	3938.31	0.00	-106.54	36.05	11.23	21.17
19.00	3938.11	0.00	-112.46	36.66	11.53	21.36
20.00	3937.91	0.00	-118.37	37.30	11.77	21.49
21.00	3937.70	0.00	-124.29	38.14	11.78	21.33
22.00	3937.47	0.00	-130.21	38.98	11.79	21.17
23.00	3937.24	0.00	-136.12	39.82	11.80	21.01
24.00	3936.99	0.00	-142.04	40.65	11.81	20.84
25.00	3936.74	0.00	-147.95	41.49	11.82	20.67
26.00	3936.47	0.00	-153.87	42.33	11.82	20.50
27.00	3936.19	0.00	-159.78	43.17	11.83	20.33
28.00	3935.91	0.00	-165.69	44.01	11.83	20.16
29.00	3935.61	0.00	-171.61	44.85	11.84	19.99
30.00	3935.30	0.00	-177.52	45.79	11.83	19.88
31.00	3934.98	0.00	-183.43	46.81	11.81	19.84
32.00	3934.65	0.00	-189.34	47.84	11.80	19.80
33.00	3934.31	0.00	-195.25	48.88	11.78	19.76
34.00	3933.96	0.00	-201.16	49.91	11.77	19.72
35.00	3933.60	0.00	-207.07	50.94	11.75	19.68
36.00	3933.23	0.00	-212.98	51.98	11.73	19.64
37.00	3932.85	0.00	-218.89	53.01	11.71	19.60
38.00	3932.46	0.00	-224.79	54.05	11.69	19.56
39.00	3932.06	0.00	-230.70	55.09	11.68	19.52
40.00	3931.65	0.00	-236.60	56.23	11.63	19.66
41.00	3931.22	0.00	-242.51	57.39	11.58	19.84
42.00	3930.79	0.00	-248.41	58.55	11.53	20.03
43.00	3930.34	0.00	-254.32	59.71	11.48	20.21
44.00	3929.89	0.00	-260.22	60.88	11.43	20.39
45.00	3929.43	0.00	-266.12	62.04	11.38	20.58
46.00	3928.95	0.00	-272.02	63.20	11.33	20.76
47.00	3928.47	0.00	-277.93	64.37	11.28	20.95
48.00	3927.97	0.00	-283.83	65.53	11.23	21.14
49.00	3927.47	0.00	-289.72	66.68	11.14	21.30
50.00	3926.95	0.00	-295.62	67.77	10.84	21.29
51.00	3926.42	0.00	-301.52	68.86	10.53	21.28
52.00	3925.88	0.00	-307.41	69.95	10.23	21.27
53.00	3925.34	0.00	-313.31	71.06	9.91	21.27
54.00	3924.78	0.00	-319.20	72.17	9.59	21.27
55.00	3924.21	0.00	-325.10	73.28	9.27	21.27
56.00	3923.63	0.00	-330.99	74.41	8.94	21.28
57.00	3923.04	0.00	-336.88	75.54	8.60	21.29
58.00	3922.44	0.00	-342.77	76.68	8.26	21.31
59.00	3921.83	0.00	-348.66	77.56	8.12	21.39
60.00	3921.21	0.00	-354.55	78.08	8.25	21.55
61.00	3920.58	0.00	-360.43	78.59	8.39	21.70
62.00	3919.94	0.00	-366.32	79.10	8.53	21.86
63.00	3919.29	0.00	-372.20	79.60	8.68	22.01
64.00	3918.63	0.00	-378.09	80.09	8.83	22.15
65.00	3917.95	0.00	-383.97	80.58	8.98	22.29
66.00	3917.27	0.00	-389.85	81.06	9.15	22.43
67.00	3916.58	0.00	-395.73	81.53	9.31	22.57
68.00	3915.87	0.00	-401.61	81.99	9.48	22.69
69.00	3915.16	0.00	-407.49	82.55	9.42	22.76
70.00	3914.43	0.00	-413.37	83.16	9.27	22.80
71.00	3913.70	0.00	-419.24	83.76	9.12	22.84
72.00	3912.95	0.00	-425.11	84.37	8.98	22.89
73.00	3912.20	0.00	-430.99	84.98	8.83	22.93
74.00	3911.43	0.00	-436.86	85.58	8.69	22.99
75.00	3910.66	0.00	-442.73	86.19	8.56	23.04
76.00	3909.87	0.00	-448.60	86.80	8.43	23.10
77.00	3909.07	0.00	-454.46	87.41	8.30	23.16
78.00	3908.27	0.00	-460.33	88.02	8.17	23.23
79.00	3907.45	0.00	-466.19	88.31	7.82	22.97
80.00	3906.62	0.00	-472.06	88.60	7.46	22.72
81.00	3905.78	0.00	-477.92	88.89	7.10	22.46
82.00	3904.93	0.00	-483.78	89.18	6.74	22.19
83.00	3904.07	0.00	-489.64	89.47	6.37	21.93
84.00	3903.20	0.00	-495.50	89.76	6.00	21.66
85.00	3902.32	0.00	-501.35	90.06	5.63	21.40
86.00	3901.43	0.00	-507.21	90.35	5.26	21.14
87.00	3900.54	0.00	-513.06	90.66	4.90	20.87
88.00	3899.62	0.00	-518.91	90.91	4.61	20.65
89.00	3898.70	0.00	-524.76	91.00	4.57	20.57
90.00	3897.77	0.00	-530.60	91.09	4.53	20.48
91.00	3896.83	0.00	-536.45	91.18	4.48	20.40
92.00	3895.88	0.00	-542.30	91.27	4.44	20.32
93.00	3894.92	0.00	-548.14	91.36	4.40	20.23
94.00	3893.94	0.00	-553.98	91.44	4.35	20.15
95.00	3892.96	0.00	-559.82	91.53	4.30	20.07
96.00	3891.97	0.00	-565.66	91.62	4.26	19.98
97.00	3890.96	0.00	-571.49	91.71	4.21	19.90
98.00	3889.95	0.00	-577.33	91.75	4.19	19.82
99.00	3888.93	0.00	-583.16	91.74	4.20	19.75
100.00	3887.89	0.00	-588.99	91.73	4.22	19.68
101.00	3886.85	0.00	-594.82	91.72	4.24	19.61
102.00	3885.79	0.00	-600.65	91.71	4.26	19.54
103.00	3884.73	0.00	-606.47	91.71	4.29	19.47
104.00	3883.65	0.00	-612.30	91.71	4.31	19.39
105.00	3882.56	0.00	-618.12	91.71	4.34	19.32
106.00	3881.47	0.00	-623.94	91.71	4.37	19.25
107.00	3880.36	0.00	-629.76	91.71	4.40	19.18
108.00	3879.25	0.00	-635.57	91.78	4.38	19.10
109.00	3878.12	0.00	-641.39	91.89	4.32	19.01
110.00	3876.98	0.00	-647.20	92.00	4.26	18.93
111.00	3875.83	0.00	-653.01	92.11	4.20	18.85
112.00	3874.68	0.00	-658.82	92.21	4.14	18.77
113.00	3873.51	0.00	-664.62	92.32	4.07	18.68
114.00	3872.33	0.00	-670.43	92.42	4.01	18.60
115.00	3871.14	0.00	-676.23	92.53	3.94	18.52
116.00	3869.94	0.00	-682.03	92.63	3.87	18.44
117.00	3868.73	0.00	-687.83	92.74	3.80	18.36
118.00	3867.51	0.00	-693.62	92.79	3.76	18.30
119.00	3866.28	0.00	-699.42	92.82	3.73	18.23
120.00	3865.05	0.00	-705.21	92.86	3.70	18.17
121.00	3863.80	0.00	-711.00	92.89	3.67	18.10
122.00	3862.54	0.00	-716.79	92.93	3.65	18.04
123.00	3861.27	0.00	-722.57	92.97	3.62	17.97
124.00	3859.98	0.00	-728.35	93.01	3.59	17.90
125.00	3858.69	0.00	-734.13	93.05	3.57	17.84
126.00	3857.39	0.00	-739.91	93.09	3.55	17.77
127.00	3856.08	0.00	-745.69	93.13	3.52	17.70
128.00	3854.76	0.00	-751.46	93.23	3.50	17.62
129.00	3853.43	0.00	-757.24	93.33	3.47	17.53
130.00	3852.09	0.00	-763.01	93.44	3.45	17.44
131.00	3850.74	0.00	-768.77	93.55	3.42	17.35
132.00	3849.38	0.00	-774.54	93.65	3.40	17.27
