AA	POS_X	POS_Y	POS_Z	B_X	B_Y	B_Z
1.00	2785.97	2785.97	-5.92	16.18	8.69	32.15
2.00	2785.96	2785.96	-11.84	16.61	8.71	32.19
3.00	2785.94	2785.94	-17.76	17.04	8.73	32.23
4.00	2785.91	2785.91	-23.68	17.47	8.76	32.28
5.00	2785.88	2785.88	-29.60	17.90	8.78	32.32
6.00	2785.84	2785.84	-35.52	18.33	8.80	32.36
7.00	2785.79	2785.79	-41.44	18.76	8.82	32.41
8.00	2785.74	2785.74	-47.36	19.19	8.85	32.45
9.00	2785.67	2785.67	-53.28	19.62	8.87	32.50
10.00	2785.60	2785.60	-59.20	20.05	8.89	32.54
11.00	2785.53	2785.53	-65.12	20.63	9.03	32.68
12.00	2785.44	2785.44	-71.03	21.25	9.20	32.83
13.00	2785.35	2785.35	-76.95	21.86	9.37	32.99
14.00	2785.25	2785.25	-82.87	22.47	9.53	33.14
15.00	2785.14	2785.14	-88.79	23.08	9.69	33.30
16.00	2785.03	2785.03	-94.71	23.69	9.85	33.45
17.00	2784.91	2784.91	-100.62	24.30	10.02	33.61
18.00	2784.78	2784.78	-106.54	24.92	10.17	33.76
19.00	2784.64	2784.64	-112.46	25.53	10.33	33.92
20.00	2784.50	2784.50	-118.37	26.10	10.45	34.07
21.00	2784.34	2784.34	-124.29	26.50	10.38	34.20
22.00	2784.19	2784.19	-130.21	26.89	10.32	34.33
23.00	2784.02	2784.02	-136.12	27.29	10.26	34.45
24.00	2783.85	2783.85	-142.04	27.69	10.20	34.58
25.00	2783.66	2783.66	-147.95	28.09	10.14	34.71
26.00	2783.48	2783.48	-153.87	28.48	10.08	34.84
27.00	2783.28	2783.28	-159.78	28.88	10.03	34.98
28.00	2783.08	2783.08	-165.69	29.27	9.98	35.11
29.00	2782.87	2782.87	-171.61	29.66	9.93	35.24
30.00	2782.65	2782.65	-177.52	30.03	10.00	35.40
31.00	2782.42	2782.42	-183.43	30.36	10.19	35.57
32.00	2782.19	2782.19	-189.34	30.70	10.38	35.74
33.00	2781.95	2781.95	-195.25	31.04	10.57	35.90
34.00	2781.70	2781.70	-201.16	31.38	10.76	36.07
35.00	2781.45	2781.45	-207.07	31.72	10.95	36.23
36.00	2781.19	2781.19	-212.98	32.06	11.14	36.38
37.00	2780.92	2780.92	-218.89	32.40	11.34	36.54
38.00	2780.64	2780.64	-224.79	32.74	11.54	36.68
39.00	2780.36	2780.36	-230.70	33.09	11.74	36.83
40.00	2780.07	2780.07	-236.60	33.60	12.08	37.00
41.00	2779.77	2779.77	-242.51	34.15	12.45	37.17
42.00	2779.46	2779.46	-248.41	34.70	12.82	37.35
43.00	2779.15	2779.15	-254.32	35.24	13.19	37.52
44.00	2778.83	2778.83	-260.22	35.79	13.56	37.70
45.00	2778.50	2778.50	-266.12	36.33	13.92	37.88
46.00	2778.16	2778.16	-272.02	36.88	14.29	38.05
47.00	2777.82	2777.82	-277.93	37.42	14.66	38.23
48.00	2777.47	2777.47	-283.83	37.96	15.03	38.42
