AA	POS_X	POS_Y	POS_Z	B_X	B_Y	B_Z
1.00	3939.99	0.00	-5.92	80.23	13.17	2.92
2.00	3939.98	0.00	-11.84	81.28	13.09	2.86
3.00	3939.95	0.00	-17.76	82.32	13.01	2.80
4.00	3939.92	0.00	-23.68	83.37	12.93	2.74
5.00	3939.87	0.00	-29.60	84.42	12.85	2.68
6.00	3939.81	0.00	-35.52	85.47	12.78	2.63
7.00	3939.74	0.00	-41.44	86.53	12.70	2.58
8.00	3939.67	0.00	-47.36	87.58	12.62	2.53
9.00	3939.58	0.00	-53.28	88.64	12.55	2.48
10.00	3939.48	0.00	-59.20	89.71	12.47	2.44
11.00	3939.37	0.00	-65.12	89.99	12.22	2.31
12.00	3939.25	0.00	-71.03	90.12	11.94	2.16
13.00	3939.12	0.00	-76.95	90.25	11.67	2.01
14.00	3938.97	0.00	-82.87	90.38	11.39	1.85
15.00	3938.82	0.00	-88.79	90.50	11.11	1.69
16.00	3938.66	0.00	-94.71	90.63	10.83	1.53
17.00	3938.49	0.00	-100.62	90.75	10.56	1.37
18.00	3938.31	0.00	-106.54	90.87	10.28	1.21
19.00	3938.11	0.00	-112.46	90.98	10.01	1.04
20.00	3937.91	0.00	-118.37	91.05	9.80	0.95
21.00	3937.70	0.00	-124.29	90.89	9.86	1.24
22.00	3937.47	0.00	-130.21	90.72	9.92	1.53
23.00	3937.24	0.00	-136.12	90.56	9.97	1.82
24.00	3936.99	0.00	-142.04	90.40	10.03	2.11
25.00	3936.74	0.00	-147.95	90.23	10.08	2.41
26.00	3936.47	0.00	-153.87	90.06	10.12	2.70
27.00	3936.19	0.00	-159.78	89.90	10.17	3.00
28.00	3935.91	0.00	-165.69	89.73	10.20	3.30
29.00	3935.61	0.00	-171.61	89.56	10.24	3.60
30.00	3935.30	0.00	-177.52	89.60	10.32	3.77
31.00	3934.98	0.00	-183.43	89.84	10.45	3.83
32.00	3934.65	0.00	-189.34	90.08	10.58	3.89
33.00	3934.31	0.00	-195.25	90.32	10.71	3.95
34.00	3933.96	0.00	-201.16	90.57	10.84	4.01
35.00	3933.60	0.00	-207.07	90.81	10.97	4.07
36.00	3933.23	0.00	-212.98	91.06	11.10	4.12
37.00	3932.85	0.00	-218.89	91.30	11.23	4.18
38.00	3932.46	0.00	-224.79	91.55	11.36	4.23
