AA	POS_X	POS_Y	POS_Z	B_X	B_Y	B_Z
1.00	3939.99	0.00	-5.92	83.80	-0.24	6.69
2.00	3939.98	0.00	-11.84	83.86	-0.25	6.84
3.00	3939.95	0.00	-17.76	83.92	-0.26	6.99
4.00	3939.92	0.00	-23.68	83.98	-0.27	7.14
5.00	3939.87	0.00	-29.60	84.04	-0.28	7.29
6.00	3939.81	0.00	-35.52	84.10	-0.29	7.44
7.00	3939.74	0.00	-41.44	84.16	-0.30	7.59
8.00	3939.67	0.00	-47.36	84.22	-0.31	7.74
9.00	3939.58	0.00	-53.28	84.28	-0.32	7.89
10.00	3939.48	0.00	-59.20	84.34	-0.33	8.04
11.00	3939.37	0.00	-65.12	84.38	-0.32	8.05
12.00	3939.25	0.00	-71.03	84.42	-0.29	8.04
13.00	3939.12	0.00	-76.95	84.46	-0.27	8.03
14.00	3938.97	0.00	-82.87	84.50	-0.24	8.02
15.00	3938.82	0.00	-88.79	84.53	-0.22	8.01
16.00	3938.66	0.00	-94.71	84.57	-0.19	8.00
17.00	3938.49	0.00	-100.62	84.61	-0.17	7.98
18.00	3938.31	0.00	-106.54	84.65	-0.14	7.97
19.00	3938.11	0.00	-112.46	84.69	-0.12	7.96
20.00	3937.91	0.00	-118.37	84.74	-0.09	7.96
21.00	3937.70	0.00	-124.29	84.82	-0.03	8.00
22.00	3937.47	0.00	-130.21	84.90	0.02	8.05
23.00	3937.24	0.00	-136.12	84.98	0.08	8.09
24.00	3936.99	0.00	-142.04	85.06	0.13	8.13
25.00	3936.74	0.00	-147.95	85.14	0.18	8.18
26.00	3936.47	0.00	-153.87	85.22	0.24	8.22
27.00	3936.19	0.00	-159.78	85.30	0.29	8.27
28.00	3935.91	0.00	-165.69	85.39	0.34	8.31
29.00	3935.61	0.00	-171.61	85.47	0.40	8.36
30.00	3935.30	0.00	-177.52	85.56	0.43	8.38
31.00	3934.98	0.00	-183.43	85.67	0.45	8.38
32.00	3934.65	0.00	-189.34	85.78	0.46	8.39
33.00	3934.31	0.00	-195.25	85.88	0.48	8.39
34.00	3933.96	0.00	-201.16	85.99	0.49	8.40
35.00	3933.60	0.00	-207.07	86.10	0.51	8.41
36.00	3933.23	0.00	-212.98	86.21	0.52	8.41
37.00	3932.85	0.00	-218.89	86.32	0.54	8.42
38.00	3932.46	0.00	-224.79	86.43	0.55	8.42
39.00	3932.06	0.00	-230.70	86.54	0.57	8.43
40.00	3931.65	0.00	-236.60	86.64	0.58	8.45
41.00	3931.22	0.00	-242.51	86.73	0.59	8.47
42.00	3930.79	0.00	-248.41	86.83	0.60	8.49
43.00	3930.34	0.00	-254.32	86.92	0.62	8.51
44.00	3929.89	0.00	-260.22	87.02	0.63	8.53
45.00	3929.43	0.00	-266.12	87.11	0.64	8.55
46.00	3928.95	0.00	-272.02	87.21	0.65	8.57
47.00	3928.47	0.00	-277.93	87.30	0.66	8.59
48.00	3927.97	0.00	-283.83	87.40	0.67	8.61
49.00	3927.47	0.00	-289.72	87.50	0.68	8.63
50.00	3926.95	0.00	-295.62	87.62	0.68	8.66
51.00	3926.42	0.00	-301.52	87.74	0.67	8.69
52.00	3925.88	0.00	-307.41	87.86	0.67	8.71
53.00	3925.34	0.00	-313.31	87.99	0.67	8.74
54.00	3924.78	0.00	-319.20	88.11	0.67	8.77
55.00	3924.21	0.00	-325.10	88.23	0.66	8.80
56.00	3923.63	0.00	-330.99	88.36	0.66	8.83
57.00	3923.04	0.00	-336.88	88.48	0.66	8.86
58.00	3922.44	0.00	-342.77	88.61	0.66	8.90
59.00	3921.83	0.00	-348.66	88.72	0.66	8.92
60.00	3921.21	0.00	-354.55	88.83	0.68	8.94
61.00	3920.58	0.00	-360.43	88.93	0.69	8.96
62.00	3919.94	0.00	-366.32	89.04	0.71	8.98
